paper_id,TAM,UTAUT,STS,TOE,RBV,Dynamic_Capabilities,IDT,Stakeholder_Theory,Just_Digital,dominant_dt_theory,SDG6_Water,SDG7_Energy,dominant_sdg,sdg_margin,method,outcome,outcomes_all
SDG6-65,0.115487106,0.22192515,0.30040705,0.26168868,0.2886352,0.26640177,0.13568647,0.29231122,0.13260192,STS,0.46685284,0.23599401,SDG6_Water,0.23085883,regression,access,access|efficiency|governance|sustainability|resilience|productivity|quality|equity
SDG6-175,0.13101046,0.20445086,0.096205726,0.21570039,0.26783556,0.13345374,0.10334406,0.35804838,0.0039763944,Stakeholder_Theory,0.26230502,0.16852742,SDG6_Water,0.0937776,regression,access,access|efficiency|governance|sustainability|resilience|quality|equity
SDG6-91,0.12114098,0.20179495,0.17202823,0.18207917,0.23352706,0.116594486,0.0757052,0.29018065,0.12949707,Stakeholder_Theory,0.4822023,0.095027804,SDG6_Water,0.3871745,regression,access,access|efficiency|governance|sustainability|productivity|quality
SDG6-77,0.13945386,0.25773042,0.15357262,0.26224053,0.48983955,0.24010596,0.22866786,0.26819324,0.09448519,RBV,0.33138776,0.14459124,SDG6_Water,0.18679652,regression,access,access|efficiency|governance|sustainability|productivity|quality|equity
SDG6-36,0.19953075,0.29779717,0.22685832,0.22366224,0.29129744,0.13999365,0.1436805,0.23512027,0.12735763,UTAUT,0.46467894,0.16527823,SDG6_Water,0.29940072,regression,access,access|efficiency|sustainability|resilience|productivity|quality
SDG6-199,0.16401458,0.18076131,0.14039725,0.17438585,0.36023796,0.13963298,0.1773132,0.16937019,0.014942526,RBV,0.3571049,0.13145062,SDG6_Water,0.22565427,regression,access,access|efficiency|sustainability|resilience|quality|equity
SDG6-127,0.11777586,0.22525805,0.13202044,0.26721898,0.44140673,0.21710527,0.20308408,0.29888326,0.039795194,RBV,0.30699348,0.086713575,SDG6_Water,0.2202799,unknown,efficiency,efficiency|quality|equity
SDG6-07,0.290367,0.27403402,0.06786345,0.30154458,0.20508102,0.14977013,0.30173612,0.1205745,0.05069748,IDT,0.16201788,0.010104464,SDG6_Water,0.15191342,sem,access,access|efficiency|governance|sustainability|quality
SDG6-06,0.290367,0.27403402,0.06786345,0.30154458,0.20508102,0.14977013,0.30173612,0.1205745,0.05069748,IDT,0.16201788,0.010104464,SDG6_Water,0.15191342,sem,access,access|efficiency|governance|sustainability|quality
SDG6-56,0.013900882,-0.03348026,-0.052792802,0.02402019,0.043247685,0.026582824,0.023231996,0.06585842,-0.012498839,Stakeholder_Theory,0.34059972,0.11523047,SDG6_Water,0.22536924,unknown,access,access|efficiency|quality
SDG6-111,0.049154848,0.04415241,-0.0723301,-0.10729374,0.02097411,0.025569817,-0.0042317603,-0.015120813,0.0420978,TAM,0.15839267,0.016735775,SDG6_Water,0.14165689,unknown,access,access
SDG6-168,0.14234062,0.15484852,0.0377144,0.14735112,0.12880324,0.0029949248,0.20086905,-0.04170287,-0.0067923516,IDT,0.111885,0.09800782,SDG6_Water,0.013877176,regression,access,access|sustainability|quality
SDG6-202,0.241027,0.048933093,0.31031883,0.29101038,0.24497586,0.19958884,0.2419107,0.08103508,0.042982757,STS,0.12457945,0.1389935,SDG7_Energy,-0.01441405,unknown,access,access
SDG6-110,0.20398729,0.13432744,0.17772178,0.25659865,0.12567668,0.14572887,0.19722208,0.050801795,0.0017184746,TOE,0.2185188,0.17614585,SDG6_Water,0.042372942,sem,access,access|sustainability|quality
SDG6-93,0.27173698,0.15283084,0.26816997,0.39293915,0.19975848,0.1624248,0.30785507,0.22329801,0.10990311,TOE,0.46765518,0.26204377,SDG6_Water,0.20561141,sem,access,access|efficiency|sustainability|resilience|productivity|quality
SDG6-83,0.44762692,0.27115783,0.1733574,0.3432585,0.1915066,0.13029593,0.31711155,0.1841118,0.1514963,TAM,0.24355626,0.103090875,SDG6_Water,0.14046538,unknown,access,access|efficiency|sustainability|productivity|quality
SDG6-133,0.08934612,0.093901634,0.12381225,0.090977535,0.07734804,0.14788549,0.06883617,0.12452348,-0.08005804,Dynamic_Capabilities,0.23996623,0.15628487,SDG6_Water,0.08368136,sem,access,access|efficiency|sustainability|productivity|quality
SDG6-50,0.036829825,-0.14312243,-0.05815345,0.039929844,0.044615928,0.104011156,-0.07205444,0.055390142,0.013658643,Dynamic_Capabilities,0.25737375,0.16311508,SDG6_Water,0.094258666,unknown,access,access|efficiency|quality
SDG6-12,0.15432477,-0.020461777,0.04264124,0.09631406,0.0025904477,0.16038918,-0.047528222,0.05581708,-0.023662494,Dynamic_Capabilities,0.46466634,0.3226351,SDG6_Water,0.14203122,sem,access,access|efficiency|sustainability|productivity|quality
SDG6-01,0.3826743,0.1773369,0.2799219,0.3394782,0.11654971,0.21843076,0.30189994,0.027184907,0.04881803,TAM,0.35340905,0.2637099,SDG6_Water,0.08969915,regression,access,access|efficiency|sustainability|quality
SDG6-129,0.5563504,0.39614922,0.1823636,0.42794913,0.1721088,0.17287019,0.39591533,0.13666436,0.07140367,TAM,0.12326676,0.12163901,SDG6_Water,0.0016277432,unknown,access,access|efficiency|sustainability|productivity|quality
SDG6-55,0.33385155,0.24204676,0.057894465,0.2870613,0.10405781,0.15327744,0.23295587,0.21694204,0.070501275,TAM,0.34351468,0.15807633,SDG6_Water,0.18543835,sem,access,access|efficiency|sustainability|quality
SDG6-68,0.40156418,0.17205492,0.12582394,0.3881076,0.09059888,0.014050117,0.25512835,0.17400828,0.1148995,TAM,0.11487225,0.051034994,SDG6_Water,0.06383725,unknown,efficiency,efficiency|sustainability|quality
SDG6-41,0.32289532,0.22096404,0.11952482,0.20395108,0.14878893,0.13920224,0.23064381,0.06993556,0.19471046,TAM,0.30240798,0.12843809,SDG6_Water,0.1739699,unknown,access,access|efficiency|sustainability|productivity|quality
SDG6-82,0.44762692,0.27115783,0.1733574,0.3432585,0.1915066,0.13029593,0.31711155,0.1841118,0.1514963,TAM,0.24355626,0.103090875,SDG6_Water,0.14046538,unknown,access,access|efficiency|sustainability|productivity|quality
SDG6-163,0.42362502,0.25648436,0.20412116,0.44870758,0.16246867,0.1329682,0.35948628,0.15331234,0.12374404,TOE,0.40604717,0.14874825,SDG6_Water,0.25729892,unknown,access,access|efficiency|governance|sustainability
SDG6-146,0.26409066,0.22012562,0.15052107,0.28711793,0.062869474,0.10069456,0.204337,0.1180926,0.1242996,TOE,0.39091307,0.20031749,SDG6_Water,0.19059558,regression,access,access|efficiency|quality
SDG6-130,0.110336214,0.17742682,0.15156558,0.16766152,0.1656708,0.13276902,0.149097,0.042131394,-0.011792126,UTAUT,0.13895766,0.24961832,SDG7_Energy,-0.11066066,unknown,access,access|efficiency|governance|sustainability|resilience|quality|inequality
SDG6-92,0.234835,0.28486854,0.23806027,0.29865125,0.5298779,0.57391727,0.3094061,0.22345194,0.15031496,Dynamic_Capabilities,0.12799633,0.16524611,SDG7_Energy,-0.03724979,unknown,efficiency,efficiency
SDG6-121,0.2091144,0.19470486,0.16442302,0.32247844,0.39134052,0.43936235,0.3137134,0.23949987,0.03827572,Dynamic_Capabilities,0.06679588,0.20384419,SDG7_Energy,-0.1370483,sem,efficiency,efficiency|governance|sustainability|productivity|quality
SDG6-102,0.1680614,0.25582308,0.120640665,0.26206127,0.25197908,0.14582132,0.21376872,0.24966797,0.06869699,TOE,0.36761785,0.10168901,SDG6_Water,0.26592883,regression,access,access|sustainability|resilience|productivity|quality
SDG6-183,0.20589504,0.25478008,0.163796,0.20515716,0.4274161,0.46316624,0.27162874,0.20173192,-0.021411158,Dynamic_Capabilities,0.2654362,0.11157481,SDG6_Water,0.15386139,survey,efficiency,efficiency|sustainability|resilience|productivity
SDG6-174,0.27416402,0.34316364,0.24638376,0.32323214,0.4611217,0.3855059,0.37334734,0.1491836,0.099995255,RBV,0.30031016,0.21999717,SDG6_Water,0.080313,unknown,access,access|efficiency|governance|sustainability|resilience|quality|equity
SDG6-119,0.12837008,0.13812941,0.23807946,0.17994729,0.2196753,0.19945306,0.061331797,0.12424675,0.07140857,STS,0.39053506,0.2842648,SDG6_Water,0.10627025,unknown,access,access|quality|inequality
SDG6-48,-0.012770813,-0.06995065,-0.03401877,-0.04218761,0.05818532,-0.029569525,-0.039122857,0.063909985,0.036665324,Stakeholder_Theory,0.21748632,0.03220213,SDG6_Water,0.1852842,unknown,access,access|sustainability
SDG6-128,0.019594526,-0.01956678,-0.037754484,-0.028872011,-0.0054282667,-0.006817703,-0.05891075,-0.06667674,-0.05777499,TAM,0.034496043,0.07371286,SDG7_Energy,-0.03921682,simulation,access,access|efficiency
SDG6-61,0.06473131,-0.104663864,0.039199926,0.028341174,-0.08859642,-0.044928405,-0.032425724,0.033532586,0.017372008,TAM,0.27782077,0.07464738,SDG6_Water,0.20317338,unknown,unknown,
SDG6-58,0.08808769,0.07869195,0.15255378,0.13246347,0.015613083,0.1825632,0.09022907,0.09136457,0.022600602,Dynamic_Capabilities,0.21241203,0.2979449,SDG7_Energy,-0.085532874,unknown,access,access|quality
SDG6-03,0.16647848,0.26771027,0.024457287,0.2017027,0.05749419,0.028243884,0.18394662,0.14355153,0.08379856,UTAUT,0.2437711,0.0677093,SDG6_Water,0.17606181,unknown,access,access|efficiency|governance|sustainability|resilience|quality
SDG6-140,-0.0054407604,-0.017649269,0.06363797,0.038420416,0.041045364,0.12653,-0.010049095,0.06212204,0.029372819,Dynamic_Capabilities,0.31155494,0.24277021,SDG6_Water,0.06878473,unknown,efficiency,efficiency
SDG6-159,0.51809555,0.22407705,0.20260295,0.4214939,0.16110182,0.20745471,0.48155028,0.029124778,0.032606553,TAM,0.21918043,0.2479716,SDG7_Energy,-0.02879116,regression,access,access|efficiency|governance|sustainability|quality
SDG6-115,0.07765662,0.102399625,0.11897159,0.17109221,0.009953566,0.02975308,0.06949072,0.11398311,0.1636117,TOE,0.4246006,0.0855583,SDG6_Water,0.3390423,review,efficiency,efficiency|sustainability|quality
SDG6-112,-0.038946636,-0.043459862,-0.12261938,0.032960635,-0.01199954,-0.09487818,-0.038448945,-0.020305285,0.016963743,TOE,0.00090994826,-0.06375854,SDG6_Water,0.064668484,unknown,access,access|resilience|quality
SDG6-113,0.13674116,0.06503379,0.025463596,0.06905325,0.15333569,0.057509866,0.10534501,0.00060744863,0.07477766,RBV,0.24191046,0.084872864,SDG6_Water,0.15703759,unknown,unknown,
SDG6-122,0.13822207,0.0018546842,0.060296215,0.088363335,0.08631497,0.19905287,-0.0055846497,0.0043221414,0.022316018,Dynamic_Capabilities,0.21566555,0.22220716,SDG7_Energy,-0.0065416098,unknown,access,access|efficiency|quality
SDG6-145,0.022906538,-0.08168958,-0.020919103,0.015729427,-0.01914525,-0.09691082,-0.117311426,-0.022312589,-0.025463171,TAM,0.17507297,0.04595031,SDG6_Water,0.12912266,experiment,access,access|efficiency|resilience|productivity|quality
SDG6-15,0.090104416,0.15338363,0.10434847,0.08991243,0.2002116,0.082669646,0.08088674,0.08512289,0.032676425,RBV,0.12931338,0.07386479,SDG6_Water,0.05544859,unknown,access,access|sustainability|quality
SDG6-95,-0.02289831,-0.07975787,-0.026979405,-0.002658097,-0.019438637,0.013886977,0.013636236,-0.07076064,-0.06903749,Dynamic_Capabilities,0.17295921,0.10011879,SDG6_Water,0.072840415,unknown,access,access
SDG6-42,-0.021427335,0.025338367,-0.033209357,-0.029313348,0.065439634,-0.0060642324,-0.0006441213,-0.11564802,-0.015192565,RBV,0.10127379,0.07243471,SDG6_Water,0.028839082,unknown,access,access|quality
SDG6-02,0.14925574,0.038549304,0.16530694,0.2914588,0.10386108,0.18383448,0.06257804,0.20314384,0.18994102,TOE,0.4349141,0.2877038,SDG6_Water,0.1472103,unknown,access,access|quality
SDG6-26,0.084521726,0.0297882,0.060087606,-0.0011009611,0.11087594,0.064729996,0.0572265,0.025002591,0.14079009,Just_Digital,0.054501668,0.04970804,SDG6_Water,0.004793629,unknown,quality,quality
SDG6-136,0.019061564,0.046227284,0.18351622,0.124225415,0.13698906,0.23501128,0.01448193,0.16510746,0.20900817,Dynamic_Capabilities,0.28876066,0.28203937,SDG6_Water,0.006721288,unknown,access,access|efficiency|resilience|quality
SDG6-19,0.066156894,0.02654981,0.15424767,-0.055464294,0.15853924,0.017746128,0.0026858468,0.00938408,0.050921187,RBV,0.19380692,0.068723485,SDG6_Water,0.12508343,unknown,access,access|efficiency
SDG6-201,0.102030195,0.10402405,0.19345987,0.10460643,0.11155842,0.24815394,0.1011697,0.09137347,0.15415034,Dynamic_Capabilities,0.3234784,0.23368013,SDG6_Water,0.08979827,unknown,access,access|equity
SDG6-37,0.13556619,0.18072934,0.12775427,0.18344192,0.15754122,0.15463325,0.07021233,0.12936762,0.16517967,TOE,0.39607817,0.35261256,SDG6_Water,0.043465614,sem,access,access|quality|inequality
SDG6-118,0.0647761,0.018715918,0.05660853,0.12981185,0.017166315,-0.06349856,0.05447131,0.05132918,0.03434066,TOE,0.46122006,0.07792895,SDG6_Water,0.3832911,unknown,quality,quality
SDG6-101,0.1581625,0.034669712,0.20430282,0.2438809,0.05174187,0.2178885,0.05119798,0.06272541,0.10885374,TOE,0.2659037,0.39163864,SDG7_Energy,-0.12573493,sem,access,access|efficiency|sustainability|quality
SDG6-81,0.3803953,0.28675905,0.24242212,0.41938448,0.2574229,0.3272777,0.40822512,0.25782457,0.24826077,TOE,0.23237997,0.21105875,SDG6_Water,0.021321222,unknown,access,access|governance|sustainability
SDG6-33,0.36128902,0.18414381,0.141318,0.2980818,0.073858514,0.10056381,0.19834672,0.1466361,0.16808754,TAM,0.18990776,0.14861804,SDG6_Water,0.041289717,survey,access,access|sustainability
SDG6-94,0.56818855,0.30171746,0.101717204,0.48779464,0.1575334,0.18963437,0.38658577,0.22911258,0.17398666,TAM,0.1624368,0.07459942,SDG6_Water,0.087837376,regression,access,access|efficiency|governance|sustainability|quality
SDG6-171,0.49481672,0.28131402,0.18769975,0.36566746,0.20347065,0.12682813,0.3621049,0.06742364,0.1471053,TAM,0.38093048,0.18040147,SDG6_Water,0.20052901,regression,access,access|efficiency|governance|sustainability|resilience|quality
SDG6-35,0.051142212,0.021124663,0.044573057,0.084664986,0.06406334,0.10882102,0.046228852,0.078076944,-0.040251754,Dynamic_Capabilities,0.48120153,0.12619103,SDG6_Water,0.3550105,unknown,access,access|efficiency|sustainability|productivity|quality
SDG6-161,0.11640057,0.001137693,0.11217614,0.10386935,0.09169491,0.1322348,0.093748964,0.05534397,0.0055442005,Dynamic_Capabilities,0.41326827,0.18436897,SDG6_Water,0.2288993,unknown,efficiency,efficiency
SDG6-194,0.15204287,0.067248546,0.09256262,0.11143069,0.10723872,0.099585205,0.07927704,0.006664687,0.10018967,TAM,0.31696266,0.11949189,SDG6_Water,0.19747077,unknown,access,access|efficiency|sustainability|resilience|quality
SDG6-32,0.41590023,0.24716736,0.33600634,0.5027816,0.24696264,0.16494058,0.23886447,0.2095345,0.18652329,TOE,0.33535725,0.18702841,SDG6_Water,0.14832884,survey,access,access|efficiency|governance|sustainability|quality
SDG6-170,0.31508166,0.22483602,0.10808156,0.21844992,0.15644073,0.16501029,0.19113243,0.054460853,0.13016483,TAM,0.3828452,0.21878141,SDG6_Water,0.16406378,unknown,access,access|efficiency|sustainability|productivity|quality
SDG6-135,0.34480488,0.2232922,0.26570755,0.3792221,0.22391754,0.31870484,0.25952005,0.19122271,0.27119446,TOE,0.35082096,0.28369802,SDG6_Water,0.067122936,unknown,access,access|governance|sustainability|quality|inequality
SDG6-178,0.10759861,0.14615181,0.08757564,0.13016203,0.1393403,0.19858441,0.19050682,-0.031330284,-0.07956683,Dynamic_Capabilities,0.2356506,0.3241651,SDG7_Energy,-0.08851451,review,access,access|efficiency|quality
SDG6-188,0.31389257,0.15315336,0.269688,0.3889994,0.21063499,0.20277444,0.3111934,0.21774903,0.02542711,TOE,0.4178756,0.24236363,SDG6_Water,0.17551196,case study,access,access|efficiency|sustainability
SDG6-114,0.15604873,0.15650266,0.15744507,0.2419292,0.22866613,0.24917293,0.10315993,0.15279797,0.11661802,Dynamic_Capabilities,0.18020509,0.23358849,SDG7_Energy,-0.053383395,sem,access,access|efficiency|sustainability|productivity|quality
SDG6-87,0.23227611,-0.029959792,0.15855418,0.18316825,0.058528323,0.21372636,0.03171495,0.001445201,0.042066876,TAM,0.2408059,0.24270278,SDG7_Energy,-0.001896888,sem,access,access|efficiency|governance|sustainability|productivity
SDG6-31,0.3389194,0.32653427,0.050693057,0.2603583,0.13529094,0.14401172,0.36297405,0.19004945,0.091514245,IDT,0.27519444,0.16240308,SDG6_Water,0.11279136,sem,access,access|sustainability|quality
SDG6-49,0.4442536,0.25330588,0.10504915,0.45149916,0.122391745,0.17500319,0.30558196,0.28676713,0.28002235,TOE,0.29422957,0.20051832,SDG6_Water,0.09371124,sem,access,access|governance|sustainability|quality|inequality
SDG6-116,0.13166398,0.14949682,0.09791025,0.0871894,0.11153964,0.114845276,0.120570175,-0.04203582,0.14608103,UTAUT,0.29474694,0.16268665,SDG6_Water,0.13206029,unknown,quality,quality
SDG6-123,0.24812755,0.13118784,0.248666,0.3607371,0.2673154,0.30515355,0.23591715,0.18677172,0.15018475,TOE,0.25377038,0.17323096,SDG6_Water,0.08053942,regression,access,access|efficiency|sustainability|productivity
SDG6-148,0.30291945,0.22096887,0.25284797,0.40735596,0.32735163,0.28190368,0.2961533,0.24736387,0.055551775,TOE,0.23197542,0.17804274,SDG6_Water,0.05393268,interview,access,access|efficiency|governance|sustainability|resilience|productivity|quality
SDG6-86,0.11855252,0.16311494,0.1268284,0.23999944,0.25885147,0.3416292,0.20066029,0.3920344,0.13284618,Stakeholder_Theory,0.12809439,0.1829209,SDG7_Energy,-0.054826513,sem,access,access|governance|sustainability|quality
SDG6-59,0.1796498,0.24834256,0.14051053,0.22519842,0.25171715,0.18352154,0.15652668,0.21801445,0.102837816,RBV,0.29274935,0.13449769,SDG6_Water,0.15825166,unknown,access,access|governance|sustainability|quality
SDG6-90,0.1721807,0.258407,0.095839016,0.21150294,0.24734512,0.15182585,0.16406932,0.4159119,0.09414948,Stakeholder_Theory,0.2895479,0.0419421,SDG6_Water,0.24760579,regression,access,access|efficiency|governance|sustainability|resilience|productivity|quality
SDG6-179,-0.04260816,0.014951091,-0.03591071,-0.1015643,0.0745964,-0.0050498825,-0.042259518,-0.0017619729,0.0902814,Just_Digital,0.044384405,0.07120584,SDG7_Energy,-0.026821434,unknown,unknown,
SDG6-89,0.28851455,0.25431445,0.19573832,0.394709,0.30821893,0.26097196,0.23081562,0.38058573,0.17817692,TOE,0.28308392,0.17452025,SDG6_Water,0.10856366,unknown,access,access|sustainability|productivity|quality
SDG6-30,0.58735955,0.28292134,0.15823734,0.46580368,0.19738829,0.14888236,0.5303345,0.1140536,0.076814234,TAM,0.15071657,0.1047497,SDG6_Water,0.04596687,sem,access,access|resilience
SDG6-85,0.12910569,0.11990622,0.11339513,0.17851996,0.16563408,0.18515582,0.15257789,0.18492313,0.13414176,Dynamic_Capabilities,0.42264372,0.15155028,SDG6_Water,0.27109343,regression,access,access|governance|sustainability|quality|inequality
SDG6-88,-0.00069831684,0.049133077,0.056473054,0.06687357,0.024761315,0.12801403,-0.052980438,0.13026461,-0.0004266072,Stakeholder_Theory,0.17820427,0.10353129,SDG6_Water,0.074672975,survey,access,access|efficiency|productivity|quality
SDG6-84,0.25156856,0.17359647,0.12615792,0.19105387,0.044514112,0.14712398,0.17788704,0.15097532,0.0810832,TAM,0.37747014,0.19850363,SDG6_Water,0.1789665,regression,access,access|sustainability|quality
SDG6-189,0.14267442,0.12364424,0.09995345,0.16040662,0.09494865,0.13632084,0.085987315,0.07001999,0.1826743,Just_Digital,0.5105934,0.18639475,SDG6_Water,0.32419866,unknown,access,access|governance|sustainability|resilience|quality
SDG6-104,0.48377308,0.2599522,0.124106824,0.2545135,0.04291276,0.14686447,0.27397472,0.02351718,0.056926746,TAM,0.38967484,0.21127908,SDG6_Water,0.17839576,unknown,access,access|efficiency|sustainability|quality
SDG6-132,0.08934612,0.093901634,0.12381225,0.090977535,0.07734804,0.14788549,0.06883617,0.12452348,-0.08005804,Dynamic_Capabilities,0.23996623,0.15628487,SDG6_Water,0.08368136,sem,access,access|efficiency|sustainability|productivity|quality
SDG6-04,0.34189162,0.4024974,0.24596328,0.3108049,0.21453798,0.21320334,0.35823733,0.17276183,0.2469576,UTAUT,0.24035063,0.27877674,SDG7_Energy,-0.0384261,unknown,access,access|efficiency|sustainability|quality
SDG6-38,0.10669487,0.09552951,0.15086244,0.12009407,0.13362859,0.15971255,0.021015558,0.16085233,0.07873006,Stakeholder_Theory,0.25779882,0.2699076,SDG7_Energy,-0.012108773,survey,access,access|efficiency|sustainability|quality
SDG6-75,0.33502245,0.32002446,0.121031515,0.19655818,0.19921827,0.21310431,0.27937675,0.09974937,0.13407719,TAM,0.20467396,0.290245,SDG7_Energy,-0.085571036,unknown,access,access|efficiency|quality
SDG6-08,0.17571987,0.114856035,0.15599766,0.12123147,0.10490759,0.12215747,0.23423612,0.03276094,0.07503308,IDT,0.2553118,0.32499027,SDG7_Energy,-0.069678485,unknown,access,access|efficiency
SDG6-44,0.116431236,0.09335962,0.18384108,0.20833406,0.1951873,0.14293146,0.19085872,0.037767615,0.18524006,TOE,0.20540929,0.16595565,SDG6_Water,0.03945364,sem,access,access|efficiency|sustainability|quality
SDG6-180,0.12997279,0.10016076,0.026242219,0.07051532,0.13292226,0.10252489,0.04235068,0.11337787,-0.037785135,RBV,0.28302217,0.34254783,SDG7_Energy,-0.05952567,sem,access,access|efficiency|governance|productivity|quality
SDG6-185,0.1476424,0.1292854,0.07361612,0.12326839,0.114881516,0.09740043,0.08436015,0.013673935,0.052713066,TAM,0.27484596,0.23002173,SDG6_Water,0.044824228,unknown,access,access|efficiency|quality
SDG6-76,0.37046188,0.19947365,0.24334131,0.29855955,0.2610631,0.23229368,0.27541664,-0.06000095,0.18751451,TAM,0.14252055,0.22723174,SDG7_Energy,-0.084711194,sem,access,access|efficiency|sustainability|quality
SDG6-27,0.37505153,0.31072268,0.115125425,0.26920328,0.14347357,0.12980726,0.26684207,0.14189357,0.05094093,TAM,0.261128,0.33743447,SDG7_Energy,-0.07630646,survey,access,access|productivity|quality
SDG6-184,0.3182955,0.14787574,0.16230135,0.25491232,0.1031646,0.11774796,0.23128036,0.1001585,-0.007072626,TAM,0.22631341,0.39363414,SDG7_Energy,-0.16732073,unknown,sustainability,sustainability
SDG6-200,0.022437965,0.1173008,0.117980905,0.14915743,0.10851876,0.13950172,-0.0667992,0.3712496,0.10270551,Stakeholder_Theory,0.3865967,0.18564945,SDG6_Water,0.20094725,sem,access,access|efficiency|governance
SDG6-99,0.24435012,0.13929933,0.106188394,0.19788152,0.11608614,0.0491114,0.08980486,0.13883087,0.15166543,TAM,0.16945077,0.10595074,SDG6_Water,0.06350003,unknown,access,access|sustainability|productivity|quality
SDG6-196,0.13915229,0.068796925,0.16868496,0.14804427,0.09143949,0.22257619,0.031133328,-0.008662829,-0.019069556,Dynamic_Capabilities,0.3877007,0.26984966,SDG6_Water,0.11785105,sem,access,access|efficiency|quality
SDG6-97,0.08240431,-0.017818883,0.03757084,0.057311602,-0.03820533,0.04104098,0.065369904,0.025122948,-0.013106665,TAM,0.45186403,0.16636544,SDG6_Water,0.2854986,unknown,access,access|efficiency|sustainability|quality
SDG6-193,0.06756305,-0.009032093,0.2100049,0.16077243,0.15873514,0.22210196,0.08154481,0.04741434,0.06289865,Dynamic_Capabilities,0.32285154,0.25779498,SDG6_Water,0.06505656,regression,efficiency,efficiency|quality
SDG6-156,0.057810605,-0.020727644,0.27603617,0.22389334,0.03496585,0.1989327,0.095370114,0.14892009,0.10740148,STS,0.553786,0.4437244,SDG6_Water,0.110061586,unknown,efficiency,efficiency|sustainability|quality
SDG6-71,-0.026097037,-0.06420844,0.0516797,0.008012712,-0.033383165,0.08618794,-0.047781594,0.03856827,-0.020162877,Dynamic_Capabilities,0.23173794,0.23307943,SDG7_Energy,-0.0013414919,experiment,access,access|efficiency|sustainability|productivity|quality
SDG6-69,0.123567425,0.07795714,0.1693389,0.3267216,0.19856083,0.08050489,0.12427144,0.17818683,-0.0017085606,TOE,0.43215185,0.22064364,SDG6_Water,0.21150821,unknown,access,access|efficiency|governance|sustainability|quality
SDG6-70,0.12206085,0.24958265,0.065600015,0.06680125,-0.02304428,0.009756029,0.04202813,0.060584333,0.17349634,UTAUT,0.1001518,0.041820295,SDG6_Water,0.058331504,survey,unknown,
SDG6-149,0.11726667,-0.0012407955,0.020952087,0.027895698,0.007822206,0.0013240352,0.03265494,-0.0064784284,-0.015252667,TAM,0.22074854,0.36664295,SDG7_Energy,-0.14589441,unknown,efficiency,efficiency|quality
SDG6-63,-0.05785996,-0.04914183,0.08727443,-0.061829757,-0.026204506,0.015518985,-0.061390735,0.05145593,-0.059314013,STS,0.1163079,0.28505227,SDG7_Energy,-0.16874437,unknown,unknown,
SDG6-147,0.018747423,-0.03222076,0.08756929,-0.041212577,0.019085493,0.003046588,-0.0080157295,-0.016259784,-0.060279585,STS,0.18492597,0.3161322,SDG7_Energy,-0.13120621,unknown,efficiency,efficiency|quality
SDG6-164,0.1987446,0.23742203,0.27847946,0.2677592,0.21811455,0.21687692,0.16696009,0.08557586,0.1274583,STS,0.17730132,0.3660434,SDG7_Energy,-0.18874207,unknown,unknown,
SDG6-96,0.40314662,0.24470758,0.3488417,0.42366308,0.2763722,0.39887574,0.36524522,0.11229305,0.19504014,TOE,0.14663924,0.2375086,SDG7_Energy,-0.09086935,review,access,access|efficiency|governance|sustainability|resilience|productivity|quality|equity
SDG6-43,0.36257505,0.15662669,0.25955865,0.37695915,0.15427913,0.24980576,0.29637054,0.16063735,0.12477127,TOE,0.31899774,0.25188997,SDG6_Water,0.06710777,regression,efficiency,efficiency|governance|sustainability|resilience|quality
SDG6-126,0.2690214,0.19847003,0.23138875,0.4122681,0.28595337,0.28907624,0.2493089,0.19707939,0.1402662,TOE,0.30216792,0.15356326,SDG6_Water,0.14860466,unknown,access,access|efficiency|resilience
SDG6-176,0.2300374,0.19168875,0.329149,0.2209416,0.24374998,0.29614604,0.23529483,-0.031678386,0.15220377,STS,0.09650243,0.19999242,SDG7_Energy,-0.10348999,sem,access,access|efficiency|governance|sustainability|productivity|quality
SDG6-62,0.15402555,0.092487216,0.2646046,0.2953925,0.34617436,0.31021926,0.23992237,0.20728402,0.113483176,RBV,0.35110027,0.23331061,SDG6_Water,0.117789656,sem,access,access|efficiency|governance|sustainability|productivity|quality
SDG6-167,0.16094819,0.21288991,0.22355576,0.22036214,0.20605814,0.2127795,0.20396003,0.23966417,0.17740989,Stakeholder_Theory,0.20086984,0.2559916,SDG7_Energy,-0.055121765,sem,access,access|efficiency|governance|sustainability|productivity|quality
SDG6-120,0.112473994,-0.019630678,0.08475753,0.09937331,-0.05652243,0.17235631,-0.0698491,0.07744452,0.030008314,Dynamic_Capabilities,0.364277,0.28526562,SDG6_Water,0.07901138,regression,access,access|efficiency|governance|sustainability|resilience|quality
SDG6-137,0.2837299,0.21384895,0.27261758,0.312445,0.19154291,0.29540575,0.24324907,0.23287533,0.27778196,TOE,0.49732772,0.3093565,SDG6_Water,0.1879712,sem,access,access|efficiency|governance|quality
SDG6-05,0.18351582,0.082372464,0.23885341,0.2797987,0.14408296,0.35006464,0.11829831,0.24563879,0.19683555,Dynamic_Capabilities,0.47872573,0.32285988,SDG6_Water,0.15586585,sem,access,access|efficiency|governance|sustainability|quality
SDG6-67,0.40100443,0.22600645,0.22428203,0.36197615,0.13094969,0.28371996,0.29637802,0.15932146,0.24685976,TAM,0.46760637,0.2813838,SDG6_Water,0.18622255,survey,access,access|efficiency|governance|resilience|quality
