paper_id,TAM,UTAUT,STS,TOE,RBV,Dynamic_Capabilities,IDT,Stakeholder_Theory,Just_Digital,dominant_dt_theory,SDG6_Water,SDG7_Energy,dominant_sdg,sdg_margin,method,outcome,outcomes_all
SDG7-50,0.27679372,0.1781056,0.3632823,0.26540068,0.14139307,0.2621777,0.1472187,0.12790743,0.20309749,STS,0.22244537,0.28104156,SDG7_Energy,-0.058596194,unknown,access,access|governance|sustainability|quality|inequality
SDG7-40,0.10462153,0.15731293,0.27122074,0.26195738,0.16200225,0.31262004,0.10087391,0.2872476,0.13725184,Dynamic_Capabilities,0.18342558,0.48254567,SDG7_Energy,-0.2991201,unknown,access,access|governance|sustainability
SDG7-68,0.07413311,0.11450383,0.19189054,0.03190361,0.14608455,0.16272032,0.03463736,0.13217837,-0.038790755,STS,0.16245298,0.3994037,SDG7_Energy,-0.23695071,unknown,governance,governance|quality
SDG7-77,0.14811298,0.12041192,0.24836622,0.20649907,0.3278779,0.2952303,0.14015268,0.10261464,-0.08134444,RBV,0.12519056,0.3967443,SDG7_Energy,-0.27155375,unknown,access,access|efficiency|governance|sustainability|resilience|productivity|quality|equity
SDG7-98,0.043684132,0.024201633,0.05971014,0.12324953,0.10018063,0.11698164,0.07110529,0.032146297,-0.038846426,TOE,0.049216997,0.25178513,SDG7_Energy,-0.20256813,unknown,access,access
SDG7-85,0.21089052,0.27877092,0.19683217,0.23278922,0.13280119,0.2959391,0.08569121,0.3317855,0.23099998,Stakeholder_Theory,0.28650525,0.3127821,SDG7_Energy,-0.026276857,unknown,access,access|efficiency|governance|sustainability|resilience|quality
SDG7-203,0.21727875,0.1575217,0.043329753,0.17872103,-0.034792487,0.1986101,0.08083341,0.2285291,0.31344113,Just_Digital,0.17372715,0.124657944,SDG6_Water,0.04906921,survey,access,access|efficiency|governance|sustainability|resilience|quality|inequality
SDG7-131,0.11381686,0.10395015,0.20590906,0.2885971,0.12795614,0.39387688,0.15083224,0.26885176,0.15631542,Dynamic_Capabilities,0.18985617,0.4990563,SDG7_Energy,-0.30920014,qualitative,access,access|efficiency|governance|sustainability|resilience|quality|equity|inequality
SDG7-70,0.3228483,0.25298312,0.38754165,0.30509886,0.23783177,0.2799613,0.21907899,0.07464506,0.147523,STS,0.07922961,0.22247174,SDG7_Energy,-0.14324214,qualitative,access,access|efficiency|sustainability|productivity|quality|inequality
SDG7-178,0.18621686,0.18398564,0.24900202,0.19176364,0.08350263,0.21690346,0.16207328,0.08707519,0.010045245,STS,0.18739036,0.50724643,SDG7_Energy,-0.31985608,unknown,access,access|efficiency|governance|sustainability|resilience|productivity|quality|equity
SDG7-99,0.29289666,0.20164621,0.21095449,0.3485955,0.22132185,0.3840335,0.2637959,0.22896275,0.3701762,Dynamic_Capabilities,0.18842387,0.224653,SDG7_Energy,-0.036229134,unknown,access,access|efficiency|governance|quality|equity|inequality
SDG7-140,0.15151,0.10574983,0.2312204,0.1899555,0.19216596,0.35685852,0.119950294,0.03341045,0.14865613,Dynamic_Capabilities,0.15133126,0.46174347,SDG7_Energy,-0.31041223,regression,access,access|efficiency|sustainability|resilience|quality
SDG7-84,0.2573099,0.30662188,0.42629778,0.34899163,0.3231967,0.3709757,0.25496545,0.20956157,0.2284625,STS,0.27992427,0.24965689,SDG6_Water,0.030267388,sem,access,access|efficiency|governance|sustainability|productivity|quality
SDG7-149,0.266967,0.20233887,0.2481105,0.21125859,0.21094465,0.25804186,0.122656375,0.077480786,0.14636919,TAM,0.09041491,0.28898928,SDG7_Energy,-0.19857436,unknown,access,access|governance|sustainability
SDG7-80,0.16165294,0.09605273,0.28050113,0.20747909,0.1855586,0.28144503,0.13460292,0.022714786,0.093672834,Dynamic_Capabilities,0.16896467,0.31945938,SDG7_Energy,-0.15049471,unknown,access,access|efficiency|sustainability|productivity|quality
SDG7-57,0.3280195,0.21846725,0.27225327,0.28298286,0.12436406,0.28528953,0.15391898,0.22408313,0.2950332,TAM,0.15064366,0.18384583,SDG7_Energy,-0.03320217,interview,access,access|governance
SDG7-151,0.11645672,0.12850037,0.32186806,0.2267632,0.13468596,0.15790561,0.07931729,0.11848423,0.02598431,STS,0.13521394,0.43114007,SDG7_Energy,-0.29592612,unknown,unknown,
SDG7-157,0.25914812,0.084219545,0.18848513,0.25881994,0.14235836,0.111389935,0.11851603,0.15834506,0.20820345,TAM,0.11773925,0.14634125,SDG7_Energy,-0.028601997,unknown,access,access|productivity|quality
SDG7-96,0.28747028,0.24935856,0.4436764,0.35426116,0.23403338,0.4248432,0.33606565,0.1973871,0.18105336,STS,0.16433161,0.30611953,SDG7_Energy,-0.14178792,unknown,access,access|efficiency|governance|sustainability|productivity
SDG7-86,0.11356353,0.07285941,0.07283173,0.041027136,0.07512637,0.15979089,0.051895544,-0.0031865016,-0.03232559,Dynamic_Capabilities,0.050280884,0.36424884,SDG7_Energy,-0.31396794,sem,access,access|efficiency
SDG7-172,0.19862728,0.1537038,0.42050248,0.4065706,0.27958116,0.34304115,0.20832375,0.1766187,0.24705818,STS,0.15627104,0.2170251,SDG7_Energy,-0.06075406,unknown,access,access|efficiency|governance
SDG7-67,0.05376132,0.04535356,0.29918873,0.014493517,0.051967397,0.07732491,-0.0022650473,-0.003789775,0.06689953,STS,0.055933677,0.05438865,SDG6_Water,0.0015450269,sem,efficiency,efficiency|quality
SDG7-190,0.08424282,0.14564022,0.18343636,0.23812371,0.19972251,0.18151546,0.13609117,0.3341097,0.041490436,Stakeholder_Theory,0.24758063,0.4045583,SDG7_Energy,-0.15697767,sem,access,access|efficiency|governance|sustainability|resilience|quality
SDG7-02,0.023166643,0.10433215,0.07009692,0.04534493,0.06540096,0.19603376,0.1050202,0.03105634,0.047215093,Dynamic_Capabilities,0.007909188,0.045759305,SDG7_Energy,-0.03785012,regression,access,access|efficiency
SDG7-166,0.15552482,0.11240718,0.3242383,0.28079012,0.11677423,0.25689492,0.090341106,0.17243758,0.1684146,STS,0.14601704,0.24002567,SDG7_Energy,-0.094008625,sem,access,access|efficiency|sustainability|productivity|quality
SDG7-61,0.19283846,0.18865034,0.30821848,0.22868676,0.20047078,0.32511815,0.17861097,0.09375797,0.15059434,Dynamic_Capabilities,0.26669765,0.4358858,SDG7_Energy,-0.16918814,unknown,access,access|efficiency|governance|sustainability
SDG7-04,0.26926088,0.26847285,0.31349415,0.4043273,0.31631017,0.38159204,0.3976096,0.14328372,0.14873654,TOE,0.14918914,0.3325014,SDG7_Energy,-0.18331227,unknown,access,access
SDG7-228,0.22854419,0.27815115,0.30206358,0.3547569,0.37937438,0.31503177,0.33430308,0.026136711,0.22349826,RBV,0.16688061,0.23903084,SDG7_Energy,-0.07215023,sem,access,access|efficiency|governance|sustainability|resilience
SDG7-79,0.22229123,0.16540426,0.3126337,0.37343153,0.25624275,0.35461807,0.23531935,0.23244792,0.07377467,TOE,0.17961547,0.43872106,SDG7_Energy,-0.2591056,review,access,access|efficiency|governance|sustainability|resilience|quality
SDG7-215,0.19193795,0.25870836,0.16491443,0.3359361,0.25324926,0.3369243,0.2290195,0.2653556,0.19579029,Dynamic_Capabilities,0.16082782,0.338924,SDG7_Energy,-0.17809618,unknown,access,access|efficiency|governance|sustainability|resilience|productivity|quality
SDG7-75,0.23144482,0.29293573,0.095429674,0.37286782,0.28547207,0.27529085,0.3649533,0.25446367,0.13682729,TOE,0.20612684,0.17371434,SDG6_Water,0.0324125,sem,efficiency,efficiency|governance|sustainability|resilience|productivity
SDG7-170,0.13599947,0.27839178,0.18311256,0.27034718,0.23083583,0.20426959,0.12195431,0.24362755,0.074902356,UTAUT,0.12471128,0.29464686,SDG7_Energy,-0.16993558,sem,access,access|efficiency|governance|sustainability|resilience|quality
SDG7-218,0.16215275,0.23427254,0.14083733,0.30626148,0.32671773,0.28056383,0.27320755,0.18609816,0.12288575,RBV,0.057610992,0.13902418,SDG7_Energy,-0.081413195,unknown,access,access|efficiency|governance|sustainability|quality|equity
SDG7-46,0.17829001,0.13423057,0.2686901,0.31316093,0.24263811,0.31681225,0.24665734,0.17810968,0.12017807,Dynamic_Capabilities,0.17369685,0.40634638,SDG7_Energy,-0.23264953,unknown,access,access|efficiency|governance|sustainability|quality
SDG7-200,0.106484875,0.21689446,0.064834744,0.28594857,0.28794974,0.29917207,0.1976341,0.59869194,0.1339627,Stakeholder_Theory,0.09355335,0.08882334,SDG6_Water,0.0047300085,unknown,access,access|governance|sustainability|quality|equity|inequality
SDG7-69,0.13065334,0.18094493,0.24291128,0.3392631,0.32067072,0.3362698,0.23359989,0.3937985,0.1479029,Stakeholder_Theory,0.21394917,0.40215784,SDG7_Energy,-0.18820867,sem,access,access|efficiency|governance|sustainability|resilience|quality|equity
SDG7-224,0.21928439,0.26324743,0.22779104,0.39099267,0.13619658,0.20150283,0.3222953,0.24167475,0.19083177,TOE,0.15424076,0.19249573,SDG7_Energy,-0.038254976,sem,access,access|efficiency|governance|sustainability|resilience
SDG7-49,0.28544325,0.2805384,0.29039517,0.32730454,0.29131448,0.3539014,0.23083788,0.24304041,0.11321707,Dynamic_Capabilities,0.24633542,0.25896642,SDG7_Energy,-0.012630999,regression,access,access|efficiency|governance|quality
SDG7-161,0.22973546,0.25763667,0.20305261,0.39866096,0.3096475,0.22514768,0.2653838,0.41446063,0.05531078,Stakeholder_Theory,0.07967953,0.15540446,SDG7_Energy,-0.07572494,review,access,access|efficiency|sustainability|quality
SDG7-93,0.1310506,0.21238926,0.191209,0.2770967,0.22771032,0.27809685,0.20780629,0.30834797,0.048041936,Stakeholder_Theory,0.19769847,0.44397664,SDG7_Energy,-0.24627817,sem,access,access|efficiency|governance|sustainability|resilience|quality|equity|inequality
SDG7-175,0.26194388,0.21439755,0.22891416,0.36019588,0.34210548,0.3049984,0.31405967,0.22951034,0.024657656,TOE,0.088884816,0.15821745,SDG7_Energy,-0.06933263,regression,access,access|efficiency|governance|sustainability|resilience|productivity|quality
SDG7-219,0.19886011,0.21157598,0.23687181,0.3616577,0.34607545,0.4935875,0.23169716,0.39152288,0.17321353,Dynamic_Capabilities,0.20304503,0.44207987,SDG7_Energy,-0.23903485,unknown,access,access|efficiency|governance|sustainability|equity
SDG7-174,0.06084685,0.23355518,0.09655714,0.2554121,0.22351488,0.18559542,0.13159776,0.47178692,0.013916818,Stakeholder_Theory,0.12245094,0.254456,SDG7_Energy,-0.13200507,unknown,access,access|efficiency|governance|sustainability|resilience|quality|equity
SDG7-81,0.18600741,0.29641497,0.18490627,0.3857745,0.33747083,0.32648098,0.2915658,0.49288136,0.24861044,Stakeholder_Theory,0.11327286,0.12810476,SDG7_Energy,-0.014831901,regression,access,access|efficiency|governance|sustainability|quality
SDG7-225,0.19814475,0.23314047,0.3212302,0.24910957,0.2729351,0.2599098,0.15608734,0.3299685,0.15389767,Stakeholder_Theory,0.15497254,0.19087225,SDG7_Energy,-0.035899714,case study,access,access|efficiency|governance|sustainability|quality
SDG7-71,-0.028132096,-0.001585152,0.08416957,0.040609904,0.10138866,0.12763326,0.005076961,0.09996871,0.052813485,Dynamic_Capabilities,0.10254045,0.14671685,SDG7_Energy,-0.0441764,unknown,access,access|efficiency|sustainability|quality
SDG7-55,0.12559727,0.23750871,0.17547072,0.16103551,0.34380966,0.23351642,0.14765628,0.23810458,0.05338865,RBV,0.09877137,0.27556935,SDG7_Energy,-0.17679799,unknown,efficiency,efficiency|governance|quality|equity
SDG7-199,0.2107423,0.17865294,0.25602573,0.39948693,0.39105362,0.4945925,0.24903429,0.46134904,0.1940281,Dynamic_Capabilities,0.15582828,0.32864437,SDG7_Energy,-0.17281608,unknown,access,access|efficiency|governance|sustainability|resilience|equity
water-15-02785-v2,0.3186826,0.23301178,0.3180036,0.33234492,0.2334964,0.32089198,0.2511118,0.13837095,0.27017817,TOE,0.36498046,0.24333131,SDG6_Water,0.121649146,review,access,access|efficiency|governance|sustainability|productivity|quality
1-s2.0-S2666790825002216-main,0.13921523,0.10671404,0.115361385,0.1035617,0.07071813,0.1569055,0.15310314,0.04202678,0.08585301,Dynamic_Capabilities,0.2922023,0.30609998,SDG7_Energy,-0.013897687,unknown,access,access|efficiency|sustainability|quality
d3ew00506b,0.16094875,0.08392414,0.2699852,0.17362618,0.1996266,0.17292804,0.120669395,0.06016146,0.066530615,STS,0.5253798,0.3784492,SDG6_Water,0.14693058,unknown,access,access|efficiency|governance|sustainability|resilience|productivity|quality|equity|inequality
s41599-025-05893-7,0.19591728,0.164943,0.19871932,0.26285657,0.12128188,0.23171297,0.26386783,0.018897256,0.11752124,IDT,0.1462551,0.21254182,SDG7_Energy,-0.06628671,unknown,access,access|efficiency|governance|sustainability|quality|equity|inequality
s00550-024-00534-0,0.067021,0.057300653,0.09426012,0.23486757,0.15081489,0.22223209,0.11975174,0.2769424,0.13639316,Stakeholder_Theory,0.29787856,0.3102976,SDG7_Energy,-0.012419045,sem,access,access|efficiency|governance|sustainability|resilience|productivity|quality|equity
water-16-02360,-0.020873714,0.0046957014,0.12382806,0.007006976,0.07270021,0.15271601,0.036137454,-0.017784767,-0.047692437,Dynamic_Capabilities,0.3073085,0.42016718,SDG7_Energy,-0.11285868,review,access,access|efficiency|sustainability
Appendix+1+The+conference+paper+published,0.06132982,0.06090078,0.15290052,0.057799406,0.074713714,0.22931364,0.06315157,0.02870671,-0.059897847,Dynamic_Capabilities,0.3476066,0.48470753,SDG7_Energy,-0.13710093,unknown,access,access|efficiency|sustainability|resilience|quality
Transforming+blue+food+within+the+framework+of+Indonesia’s+sustainable+food-energy-water+nexus,0.053821635,0.08205299,0.06623557,0.13093553,0.14016053,0.098682694,0.087666824,0.18267758,0.024983246,Stakeholder_Theory,0.22693127,0.19810112,SDG6_Water,0.028830156,unknown,access,access|efficiency|governance|sustainability|resilience|productivity|quality
1-s2.0-S2772375522001034-main,0.23224744,0.10863504,0.26003635,0.23851372,0.18296385,0.32320714,0.18722834,0.08449431,0.020152051,Dynamic_Capabilities,0.18757448,0.2601722,SDG7_Energy,-0.07259771,unknown,access,access|efficiency|sustainability|resilience|quality
energies-19-01250,0.20044437,0.17370403,0.18853882,0.15580623,0.14608097,0.33939475,0.13474366,0.018728286,0.041827653,Dynamic_Capabilities,0.25740832,0.57155263,SDG7_Energy,-0.3141443,unknown,access,access|efficiency|governance|sustainability|resilience|productivity|quality|inequality
water-17-02957,0.14761049,0.0013158936,0.17991364,0.20329092,0.19369215,0.2602441,0.08079639,0.06518756,0.13247679,Dynamic_Capabilities,0.4081571,0.31766075,SDG6_Water,0.09049636,unknown,access,access|efficiency|governance|sustainability|resilience|quality
RamosPerez-SanchezCorreia - Contributions toward net-zero carbon in the water sector application ...,0.054954696,0.01996683,0.11485569,0.027769923,0.12143858,0.24610451,0.03969714,0.00619368,-0.029146573,Dynamic_Capabilities,0.30494308,0.47822595,SDG7_Energy,-0.17328286,case study,access,access|efficiency|sustainability|resilience|quality
document,0.1270564,0.049414583,0.171038,0.14912446,0.2019639,0.20235834,0.050092638,0.13455695,0.12282735,Dynamic_Capabilities,0.41310292,0.22467566,SDG6_Water,0.18842727,case study,access,access|efficiency|governance|sustainability|quality
water-15-00787,0.21150592,0.13352916,0.15837635,0.24260347,0.18609089,0.22540402,0.15385622,0.051597014,0.062238775,TOE,0.27957577,0.34555098,SDG7_Energy,-0.06597522,unknown,access,access|efficiency|governance|sustainability|productivity|quality|inequality
s43832-024-00134-5,0.19307294,0.022823066,0.18980724,0.11958286,0.043446183,0.26120523,0.060895264,0.0819736,0.16614908,Dynamic_Capabilities,0.5692354,0.39115587,SDG6_Water,0.17807952,unknown,access,access|efficiency|sustainability|resilience|productivity|quality|equity
Water_5.0_ManuscriptEGRKver.31,0.1806296,0.10058808,0.23079039,0.2885942,0.17226192,0.29703355,0.15677783,0.2624758,0.16165365,Dynamic_Capabilities,0.5013717,0.34782106,SDG6_Water,0.15355062,sem,access,access|efficiency|governance|sustainability|resilience|quality|equity|inequality
encyclopedia-05-00188,0.0743276,0.0849303,0.14937422,0.23323593,0.20246667,0.267244,0.12617338,0.18802106,0.14575656,Dynamic_Capabilities,0.41404194,0.25037998,SDG6_Water,0.16366196,unknown,access,access|sustainability|resilience|quality
An_Internet_of_Things_Ecosystem_for_Atmospheric_Water_Generators,0.080921404,0.039720885,0.07396113,0.0715763,0.05927071,0.17348565,0.04053659,0.041790318,0.040180404,Dynamic_Capabilities,0.3159022,0.2812242,SDG6_Water,0.034678012,unknown,access,access|efficiency|sustainability
Interdisciplinary Exploration of Sustainability Through BIM - Advancing Sustainable Environmental Design Through Collaborative and Data-Driven Approaches,0.14455526,0.12713578,0.24571584,0.3292185,0.2676835,0.2305926,0.11484749,0.28950137,0.071645245,TOE,0.21890372,0.32212982,SDG7_Energy,-0.103226095,sem,access,access|efficiency|sustainability|resilience
IoT-07-00005,0.16566181,0.09877458,0.17089258,0.18193203,0.13023673,0.21867147,0.08281207,0.026056299,0.052051596,Dynamic_Capabilities,0.5172813,0.33079076,SDG6_Water,0.18649054,unknown,access,access|efficiency|governance|sustainability|resilience|productivity|quality
Malmir_MASc-F2023,0.105337165,0.07268835,0.12277806,0.2287088,0.13005339,0.22696465,0.09188333,0.1967034,0.057411037,TOE,0.29011726,0.3528359,SDG7_Energy,-0.06271863,sem,access,access|efficiency|governance|sustainability|resilience|productivity|quality
31,0.14202419,0.14724079,0.26924717,0.27119488,0.13940898,0.3477506,0.1585666,0.29789358,0.28926352,Dynamic_Capabilities,0.3015371,0.32415694,SDG7_Energy,-0.022619843,regression,access,access|efficiency|governance|sustainability|resilience|productivity|quality|equity
P013211025_disertasi_30-08-2024%20dp,0.17181855,0.1934659,0.14597985,0.19522908,0.11306204,0.029638879,0.14088866,0.14430594,0.0722603,TOE,0.28523475,0.13448344,SDG6_Water,0.15075131,unknown,sustainability,sustainability
foods-13-03349,0.16638616,0.14218365,0.17533904,0.18405607,0.16351244,0.2264884,0.15299183,0.15686283,0.21309026,Dynamic_Capabilities,0.22690591,0.23610382,SDG7_Energy,-0.009197906,unknown,access,access|efficiency|governance|sustainability|productivity|quality
f1000research-13-186427,0.20985146,0.101037234,0.20905095,0.2589807,0.24885501,0.315023,0.18128374,0.17300618,0.14335406,Dynamic_Capabilities,0.22922866,0.21318841,SDG6_Water,0.01604025,sem,access,access|efficiency|sustainability|resilience|productivity|quality|equity
zahra-et-al-2025-digitalizing-sustainability-in-pakistan-s-textile-sector-an-investigation-of-lean-digital,0.5290173,0.3209715,0.33126843,0.47782165,0.29255325,0.20203015,0.4675507,0.047989417,0.11376611,TAM,0.14111295,0.1021574,SDG6_Water,0.038955554,sem,access,access|efficiency|sustainability|resilience|productivity|quality
s13132-026-03231-z,0.28925422,0.2295979,0.30573964,0.42099047,0.31348503,0.26312178,0.31580225,0.2937764,0.106702626,TOE,0.27017868,0.32397026,SDG7_Energy,-0.053791583,sem,access,access|efficiency|governance|sustainability|productivity|quality|inequality
EBSCO-FullText-2026-04-03,0.123567425,0.07795714,0.1693389,0.3267216,0.19856083,0.08050489,0.12427144,0.17818683,-0.0017085606,TOE,0.43215185,0.22064364,SDG6_Water,0.21150821,unknown,access,access|efficiency|governance|sustainability|quality
sustainability-18-03178,0.13801748,0.12382591,0.2555471,0.3988005,0.1939294,0.24869141,0.14797075,0.31897086,0.16363989,TOE,0.31385818,0.3146733,SDG7_Energy,-0.0008151233,unknown,access,access|efficiency|governance|sustainability|resilience|quality|inequality
